order_id,order_date,product_code,customer_id,channel_code,quantity,unit_price,currency,discount_pct,country,source_file
ORD-1392,10/09/2024,P019,C0180,ECOM,4,17.9,EUR,0.0,IT,sales_2024.csv
ORD-2124,01-17-2022,P002,C0012,STORE,1,33.59,EUR,10.0,IT,sales_2022.csv
ORD-2920,19/12/2024,P017,C0204,WHOLE,2,30.76,EUR,0.0,IT,sales_2024.csv
ORD-1919,01/12/2022,P009,C0043,STORE,2,20.3,EUR,10.0,IT,sales_2022.csv
ORD-2841,08/03/2024,P006,C0223,ECOM,3,24.65,EUR,20.0,IT,sales_2024.csv
ORD-2316,2022-01-17,P013,C0190,ECOM,3,35.13,EUR,20.0,IT,sales_2022.csv
ORD-1089,02-14-2024,P008,C0127,ECOM,1,9.45,EUR,10.0,IT,sales_2024.csv
ORD-1820,09-14-2024,P009,C0045,WHOLE,3,18.79,EUR,,IT,sales_2024.csv
ORD-3085,10/12/2022,P014,C0043,ECOM,3,18.76,EUR,10.0,IT,sales_2022.csv
ORD-1038,07/04/2024,P013,C0162,WHOLE,2,42.98,EUR,20.0,IT,sales_2024.csv
ORD-2145,06-04-2024,P011,C0039,STORE,3,35.91,EUR,,IT,sales_2024.csv
ORD-1956,2023-06-18,P016,C0195,STORE,1,18.06,EUR,,IT,sales_2023.csv
ORD-2355,11-28-2024,P016,C0006,ECOM,5,17.68,EUR,10.0,IT,sales_2024.csv
ORD-3188,11/07/2023,P014,C0258,ECOM,3,14.16,EUR,20.0,IT,sales_2023.csv
ORD-1661,11-30-2024,P011,C0072,WHOLE,5,32.24,EUR,20.0,IT,sales_2024.csv
ORD-2538,26/01/2023,P003,C0212,WHOLE,4,24.35,EUR,10.0,IT,sales_2023.csv
ORD-3097,2024-04-07,P008,C0066,STORE,5,12.17,EUR,10.0,IT,sales_2024.csv
ORD-3241,2023-07-13,P005,C0179,ECOM,2,35.2,EUR,0.0,IT,sales_2023.csv
ORD-1070,2023-06-28,P004,C0094,WHOLE,5,12.03,EUR,0.0,IT,sales_2023.csv
ORD-1404,02-12-2025,P001,C0238,WHOLE,2,40.25,EUR,,IT,sales_2025.csv
ORD-1456,04-24-2025,P003,C0143,WHOLE,2,22.67,EUR,,IT,sales_2025.csv
ORD-3391,2022-08-12,P020,C0038,WHOLE,4,27.21,EUR,0.0,IT,sales_2022.csv
ORD-2594,09/06/2024,P005,C0230,ECOM,5,40.47,EUR,10.0,IT,sales_2024.csv
ORD-3380,2024-07-18,P010,C0257,STORE,2,17.13,EUR,20.0,IT,sales_2024.csv
ORD-2427,04-09-2022,P019,C0244,WHOLE,2,15.51,EUR,0.0,IT,sales_2022.csv
ORD-1330,25/10/2024,P004,C0172,WHOLE,4,11.21,EUR,0.0,IT,sales_2024.csv
ORD-3035,12/08/2024,P017,C0232,WHOLE,1,31.89,EUR,,IT,sales_2024.csv
ORD-3064,21/08/2022,P002,C0107,STORE,2,35.24,EUR,10.0,IT,sales_2022.csv
ORD-1949,11-27-2025,P009,C0083,WHOLE,1,17.15,EUR,10.0,IT,sales_2025.csv
ORD-2709,11/09/2025,P002,C0032,STORE,3,35.29,EUR,0.0,IT,sales_2025.csv
ORD-2227,2022-01-11,P011,C0209,ECOM,4,30.41,EUR,20.0,IT,sales_2022.csv
ORD-2535,09-25-2024,P014,C0274,WHOLE,3,17.5,EUR,0.0,IT,sales_2024.csv
ORD-2932,05-06-2022,P010,C0259,ECOM,2,19.62,EUR,,IT,sales_2022.csv
ORD-1133,01-29-2024,P012,C0245,ECOM,3,34.32,EUR,10.0,IT,sales_2024.csv
ORD-1591,2024-11-28,P015,C0263,ECOM,5,21.17,EUR,,IT,sales_2024.csv
ORD-1224,12-06-2022,P001,C0087,STORE,5,35.39,EUR,10.0,IT,sales_2022.csv
ORD-2658,06-11-2022,P012,C0018,WHOLE,4,29.04,EUR,20.0,IT,sales_2022.csv
ORD-2415,18/01/2024,P019,C0250,WHOLE,4,18.96,EUR,0.0,IT,sales_2024.csv
ORD-1207,2022-02-19,P007,C0082,STORE,5,23.92,EUR,,IT,sales_2022.csv
ORD-1983,08/07/2023,P007,C0167,ECOM,2,22.5,EUR,10.0,IT,sales_2023.csv
ORD-1162,2024-07-12,P020,C0298,STORE,1,32.06,EUR,0.0,IT,sales_2024.csv
ORD-3279,27/08/2025,P004,C0097,ECOM,2,12.37,EUR,0.0,IT,sales_2025.csv
ORD-2682,2024-07-30,P004,C0098,WHOLE,2,10.07,EUR,,IT,sales_2024.csv
ORD-3189,2022-06-05,P008,C0240,WHOLE,1,10.91,EUR,20.0,IT,sales_2022.csv
ORD-2064,02-07-2023,P020,C0274,STORE,4,33.48,EUR,,IT,sales_2023.csv
ORD-1074,2024-01-29,P008,C0058,ECOM,4,11.01,EUR,0.0,IT,sales_2024.csv
ORD-1148,25/03/2023,P016,C0260,ECOM,2,19.17,EUR,20.0,IT,sales_2023.csv
ORD-1028,2023-12-15,P008,C0090,ECOM,1,11.31,EUR,0.0,IT,sales_2023.csv
ORD-1592,05-05-2023,P010,C0100,STORE,2,15.74,EUR,0.0,IT,sales_2023.csv
ORD-2717,12-03-2025,P008,C0066,WHOLE,1,10.85,EUR,0.0,IT,sales_2025.csv
ORD-3335,24/05/2023,P020,C0172,WHOLE,1,29.86,EUR,10.0,IT,sales_2023.csv
ORD-2267,10/12/2023,P006,C0237,ECOM,1,24.36,EUR,0.0,IT,sales_2023.csv
ORD-3224,08-12-2024,P020,C0101,WHOLE,1,25.85,EUR,0.0,IT,sales_2024.csv
ORD-1337,2023-02-10,P011,C0098,ECOM,1,32.79,EUR,10.0,IT,sales_2023.csv
ORD-2642,21/01/2023,P014,C0114,WHOLE,3,18.7,EUR,0.0,IT,sales_2023.csv
ORD-3267,30/06/2025,P002,C0042,STORE,1,34.36,EUR,20.0,IT,sales_2025.csv
ORD-3390,2023-11-27,P005,C0103,STORE,2,46.23,EUR,,IT,sales_2023.csv
ORD-1851,12-22-2022,P011,C0009,STORE,1,29.16,EUR,0.0,IT,sales_2022.csv
ORD-2528,2024-02-10,P009,C0041,STORE,4,18.46,EUR,10.0,IT,sales_2024.csv
ORD-3327,2024-10-27,P001,C0040,ECOM,5,35.32,EUR,,IT,sales_2024.csv
ORD-2589,05-20-2024,P015,C0206,STORE,4,25.27,EUR,0.0,IT,sales_2024.csv
ORD-2546,04/06/2023,P017,C0252,WHOLE,1,36.23,EUR,0.0,IT,sales_2023.csv
ORD-1600,28/11/2025,P001,C0053,ECOM,2,43.76,EUR,20.0,IT,sales_2025.csv
ORD-2312,2022-07-22,P012,C0229,WHOLE,5,32.94,EUR,10.0,IT,sales_2022.csv
ORD-1673,2024-10-23,P006,C0182,STORE,5,27.59,EUR,20.0,IT,sales_2024.csv
ORD-1260,01/11/2024,P003,C0052,STORE,5,22.25,EUR,20.0,IT,sales_2024.csv
ORD-1431,14/08/2025,P006,C0126,ECOM,5,27.16,EUR,,IT,sales_2025.csv
ORD-3277,08-03-2022,P017,C0157,STORE,1,39.09,EUR,,IT,sales_2022.csv
ORD-1725,09-02-2024,P020,C0284,STORE,1,24.88,EUR,,IT,sales_2024.csv
ORD-1046,2022-03-28,P019,C0289,WHOLE,1,16.06,EUR,0.0,IT,sales_2022.csv
ORD-1204,2024-01-14,P005,C0223,WHOLE,3,46.89,EUR,0.0,IT,sales_2024.csv
ORD-1650,05-12-2022,P014,C0129,STORE,3,15.54,EUR,,IT,sales_2022.csv
ORD-2026,2025-01-27,P019,C0298,STORE,5,16.36,EUR,0.0,IT,sales_2025.csv
ORD-1880,04/09/2023,P004,C0040,STORE,4,12.28,EUR,20.0,IT,sales_2023.csv
ORD-1548,09/02/2024,P004,C0152,WHOLE,1,11.55,EUR,20.0,IT,sales_2024.csv
ORD-2439,04-01-2025,P005,C0073,STORE,4,34.86,EUR,10.0,IT,sales_2025.csv
ORD-1777,12-18-2024,P018,C0211,ECOM,1,20.72,EUR,0.0,IT,sales_2024.csv
ORD-1979,01/01/2022,P014,C0142,STORE,4,14.64,EUR,0.0,IT,sales_2022.csv
ORD-3009,09/09/2024,P011,C0270,ECOM,2,35.51,EUR,10.0,IT,sales_2024.csv
ORD-2925,03/08/2024,P013,C0252,ECOM,2,41.36,EUR,20.0,IT,sales_2024.csv
ORD-1302,2023-10-23,P020,C0116,STORE,3,31.89,EUR,,IT,sales_2023.csv
ORD-1585,11/03/2024,P001,C0018,STORE,1,42.12,EUR,10.0,IT,sales_2024.csv
ORD-1941,01-25-2023,P006,C0028,STORE,1,24.9,EUR,,IT,sales_2023.csv
ORD-2205,09/06/2025,P019,C0239,WHOLE,5,15.73,EUR,0.0,IT,sales_2025.csv
ORD-1509,11-09-2024,P015,C0034,WHOLE,3,26.9,EUR,0.0,IT,sales_2024.csv
ORD-2799,16/09/2024,P012,C0263,STORE,4,28.96,EUR,20.0,IT,sales_2024.csv
ORD-1300,25/08/2022,P018,C0207,WHOLE,5,24.25,EUR,20.0,IT,sales_2022.csv
ORD-1446,2023-05-16,P006,C0260,WHOLE,2,28.4,EUR,,IT,sales_2023.csv
ORD-2855,03-18-2025,P009,C0084,STORE,5,20.24,EUR,10.0,IT,sales_2025.csv
ORD-1631,23/01/2022,P018,C0201,WHOLE,1,28.03,EUR,,IT,sales_2022.csv
ORD-1688,2025-03-27,P003,C0005,WHOLE,1,21.8,EUR,,IT,sales_2025.csv
ORD-3132,2022-05-29,P015,C0134,STORE,5,20.99,EUR,0.0,IT,sales_2022.csv
ORD-3001,26/12/2023,P014,C0122,STORE,3,18.3,EUR,0.0,IT,sales_2023.csv
ORD-1933,03-30-2023,P002,C0056,STORE,3,29.53,EUR,10.0,IT,sales_2023.csv
ORD-2394,04-02-2022,P004,C0134,WHOLE,5,10.08,EUR,0.0,IT,sales_2022.csv
ORD-2252,01/01/2024,P004,C0101,ECOM,4,11.96,EUR,0.0,IT,sales_2024.csv
ORD-2785,2022-10-29,P014,C0285,WHOLE,1,14.13,EUR,,IT,sales_2022.csv
ORD-2676,2025-10-15,P015,C0284,WHOLE,2,24.32,EUR,,IT,sales_2025.csv
ORD-1981,04-25-2023,P012,C0056,WHOLE,5,29.91,EUR,0.0,IT,sales_2023.csv
ORD-2500,12-17-2023,P014,C0097,STORE,3,16.48,EUR,20.0,IT,sales_2023.csv
ORD-1118,07-17-2023,P012,C0041,ECOM,5,26.81,EUR,10.0,IT,sales_2023.csv
ORD-1450,13/07/2024,P020,C0191,STORE,3,31.92,EUR,10.0,IT,sales_2024.csv
ORD-2232,2024-02-12,P008,C0142,WHOLE,2,12.34,EUR,0.0,IT,sales_2024.csv
ORD-2012,03-09-2022,P007,C0218,STORE,5,20.48,EUR,,IT,sales_2022.csv
ORD-3331,04-15-2024,P003,C0009,STORE,4,27.3,EUR,10.0,IT,sales_2024.csv
ORD-2251,2022-09-22,P001,C0114,WHOLE,3,33.36,EUR,,IT,sales_2022.csv
ORD-1136,12-22-2022,P012,C0263,STORE,5,30.28,EUR,20.0,IT,sales_2022.csv
ORD-1232,2025-01-21,P007,C0189,STORE,5,24.15,EUR,0.0,IT,sales_2025.csv
ORD-3001,04/07/2025,P008,C0061,ECOM,5,11.93,EUR,0.0,IT,sales_2025.csv
ORD-3165,21/10/2023,P003,C0260,ECOM,4,21.35,EUR,0.0,IT,sales_2023.csv
ORD-2179,2022-06-13,P013,C0245,ECOM,4,39.49,EUR,,IT,sales_2022.csv
ORD-1852,04/05/2022,P010,C0131,WHOLE,3,16.59,EUR,20.0,IT,sales_2022.csv
ORD-1389,02-25-2025,P010,C0061,STORE,4,16.16,EUR,0.0,IT,sales_2025.csv
ORD-2717,20/02/2023,P004,C0020,STORE,2,11.16,EUR,,IT,sales_2023.csv
ORD-1895,07-24-2025,P015,C0217,WHOLE,5,25.44,EUR,0.0,IT,sales_2025.csv
ORD-3014,2022-07-15,P009,C0233,STORE,2,18.41,EUR,10.0,IT,sales_2022.csv
ORD-1955,02/05/2024,P018,C0110,WHOLE,2,25.05,EUR,0.0,IT,sales_2024.csv
ORD-1294,2025-09-26,P004,C0018,ECOM,4,11.2,EUR,10.0,IT,sales_2025.csv
ORD-1738,01-02-2024,P016,C0259,ECOM,5,17.99,EUR,20.0,IT,sales_2024.csv
ORD-2801,07-01-2023,P006,C0151,STORE,3,27.42,EUR,20.0,IT,sales_2023.csv
ORD-2696,2025-12-31,P013,C0211,STORE,4,41.63,EUR,10.0,IT,sales_2025.csv
ORD-1148,2024-07-24,P010,C0197,WHOLE,2,17.53,EUR,20.0,IT,sales_2024.csv
ORD-2380,2023-11-18,P002,C0206,ECOM,1,28.42,EUR,20.0,IT,sales_2023.csv
ORD-2540,08-03-2022,P019,C0292,WHOLE,4,17.85,EUR,10.0,IT,sales_2022.csv
ORD-1153,28/03/2023,P004,C0245,STORE,5,11.33,EUR,,IT,sales_2023.csv
ORD-1396,10-02-2023,P013,C0080,ECOM,3,37.74,EUR,20.0,IT,sales_2023.csv
ORD-1475,06/08/2025,P017,C0249,WHOLE,1,37.14,EUR,,IT,sales_2025.csv
ORD-3140,09-25-2024,P011,C0118,STORE,3,30.01,EUR,0.0,IT,sales_2024.csv
ORD-1459,12-02-2023,P004,C0236,WHOLE,5,12.81,EUR,20.0,IT,sales_2023.csv
ORD-1035,2022-01-05,P015,C0092,WHOLE,3,26.43,EUR,10.0,IT,sales_2022.csv
ORD-1847,02-02-2023,P007,C0012,WHOLE,3,25.68,EUR,,IT,sales_2023.csv
ORD-3172,04-01-2023,P004,C0022,STORE,2,9.73,EUR,10.0,IT,sales_2023.csv
ORD-1467,10-08-2024,P012,C0252,WHOLE,3,28.29,EUR,0.0,IT,sales_2024.csv
ORD-1713,11-08-2022,P008,C0236,STORE,2,12.2,EUR,10.0,IT,sales_2022.csv
ORD-1820,2023-03-01,P008,C0116,WHOLE,3,9.95,EUR,0.0,IT,sales_2023.csv
ORD-3376,31/07/2025,P007,C0026,WHOLE,1,20.37,EUR,20.0,IT,sales_2025.csv
ORD-1104,2025-02-06,P003,C0001,WHOLE,4,26.79,EUR,0.0,IT,sales_2025.csv
ORD-1568,15/05/2023,P007,C0236,STORE,1,23.36,EUR,,IT,sales_2023.csv
ORD-2135,2024-05-18,P018,C0278,WHOLE,3,23.98,EUR,10.0,IT,sales_2024.csv
ORD-2080,09-03-2023,P013,C0059,WHOLE,5,39.38,EUR,0.0,IT,sales_2023.csv
ORD-2019,03-29-2024,P009,C0014,WHOLE,4,19.97,EUR,20.0,IT,sales_2024.csv
ORD-2939,06/03/2023,P002,C0017,ECOM,1,37.49,EUR,20.0,IT,sales_2023.csv
ORD-1651,2024-07-10,P012,C0255,ECOM,5,28.11,EUR,,IT,sales_2024.csv
ORD-2847,10-29-2022,P015,C0030,WHOLE,3,23.06,EUR,,IT,sales_2022.csv
ORD-1238,2024-03-31,P011,C0240,WHOLE,2,35.65,EUR,0.0,IT,sales_2024.csv
ORD-3166,09-19-2022,P008,C0215,STORE,1,10.63,EUR,0.0,IT,sales_2022.csv
ORD-3087,2024-11-28,P001,C0056,STORE,2,39.18,EUR,0.0,IT,sales_2024.csv
ORD-1400,2022-05-02,P017,C0042,WHOLE,5,37.81,EUR,,IT,sales_2022.csv
ORD-2029,2025-04-25,P015,C0131,ECOM,1,22.45,EUR,20.0,IT,sales_2025.csv
ORD-2759,24/09/2023,P017,C0154,WHOLE,1,40.66,EUR,0.0,IT,sales_2023.csv
ORD-3065,12-13-2025,P018,C0257,STORE,3,22.34,EUR,,IT,sales_2025.csv
ORD-3182,15/06/2022,P016,C0262,ECOM,2,14.94,EUR,0.0,IT,sales_2022.csv
ORD-1570,08-29-2025,P002,C0192,STORE,2,29.37,EUR,20.0,IT,sales_2025.csv
ORD-2518,2023-01-26,P018,C0201,WHOLE,5,22.17,EUR,0.0,IT,sales_2023.csv
ORD-1515,2024-01-14,P014,C0158,ECOM,4,17.5,EUR,0.0,IT,sales_2024.csv
ORD-1633,09-14-2024,P017,C0199,WHOLE,2,29.79,EUR,10.0,IT,sales_2024.csv
ORD-2237,02-24-2025,P004,C0020,ECOM,4,10.78,EUR,,IT,sales_2025.csv
ORD-2062,2025-05-21,P014,C0218,ECOM,4,15.95,EUR,0.0,IT,sales_2025.csv
ORD-1747,11-20-2023,P009,C0299,ECOM,2,20.73,EUR,20.0,IT,sales_2023.csv
ORD-2391,12-08-2023,P008,C0130,STORE,2,11.77,EUR,20.0,IT,sales_2023.csv
ORD-3346,2024-07-05,P007,C0121,WHOLE,3,21.22,EUR,20.0,IT,sales_2024.csv
ORD-1821,2024-12-19,P008,C0286,STORE,1,12.22,EUR,10.0,IT,sales_2024.csv
ORD-1441,01-21-2023,P001,C0226,STORE,2,37.13,EUR,10.0,IT,sales_2023.csv
ORD-2098,30/04/2023,P013,C0155,STORE,3,37.09,EUR,10.0,IT,sales_2023.csv
ORD-2384,03-14-2022,P001,C0204,ECOM,5,36.8,EUR,20.0,IT,sales_2022.csv
ORD-1597,2024-05-11,P012,C0050,STORE,1,33.64,EUR,0.0,IT,sales_2024.csv
ORD-2796,2022-10-14,P006,C0018,WHOLE,4,31.31,EUR,20.0,IT,sales_2022.csv
ORD-2686,11/08/2023,P014,C0165,WHOLE,2,15.91,EUR,10.0,IT,sales_2023.csv
ORD-2510,2022-07-07,P008,C0166,ECOM,5,11.67,EUR,,IT,sales_2022.csv
ORD-2628,2024-02-01,P008,C0238,ECOM,3,9.63,EUR,0.0,IT,sales_2024.csv
ORD-2240,12-15-2023,P012,C0285,WHOLE,3,26.63,EUR,0.0,IT,sales_2023.csv
ORD-2082,2025-09-02,P002,C0093,STORE,1,31.71,EUR,0.0,IT,sales_2025.csv
ORD-2046,2025-01-17,P006,C0018,STORE,5,24.79,EUR,10.0,IT,sales_2025.csv
ORD-2838,01-23-2024,P017,C0034,STORE,3,40.68,EUR,10.0,IT,sales_2024.csv
ORD-2511,10-04-2025,P019,C0272,ECOM,3,18.13,EUR,,IT,sales_2025.csv
ORD-2690,2023-03-03,P014,C0008,WHOLE,2,18.07,EUR,,IT,sales_2023.csv
ORD-2452,30/05/2025,P001,C0191,ECOM,5,33.87,EUR,20.0,IT,sales_2025.csv
ORD-2563,10-09-2025,P009,C0057,ECOM,2,17.03,EUR,0.0,IT,sales_2025.csv
ORD-2993,07-16-2024,P009,C0098,STORE,4,18.99,EUR,0.0,IT,sales_2024.csv
ORD-1873,2023-11-04,P019,C0280,ECOM,2,17.95,EUR,20.0,IT,sales_2023.csv
ORD-2037,12/02/2022,P019,C0141,STORE,4,14.88,EUR,0.0,IT,sales_2022.csv
ORD-2308,18/07/2025,P008,C0159,STORE,2,12.5,EUR,0.0,IT,sales_2025.csv
ORD-1352,29/10/2022,P009,C0298,STORE,2,16.95,EUR,20.0,IT,sales_2022.csv
ORD-2890,2023-05-10,P011,C0289,STORE,3,32.56,EUR,20.0,IT,sales_2023.csv
ORD-1405,09-11-2024,P015,C0254,ECOM,1,25.15,EUR,10.0,IT,sales_2024.csv
ORD-2597,29/12/2024,P004,C0086,STORE,2,12.87,EUR,0.0,IT,sales_2024.csv
ORD-1335,2025-05-18,P019,C0171,STORE,2,15.07,EUR,,IT,sales_2025.csv
ORD-1804,02-03-2025,P018,C0033,WHOLE,2,26.13,EUR,0.0,IT,sales_2025.csv
ORD-1545,2025-10-19,P005,C0254,ECOM,4,42.95,EUR,20.0,IT,sales_2025.csv
ORD-1792,2025-03-23,P018,C0204,WHOLE,1,27.94,EUR,0.0,IT,sales_2025.csv
ORD-1920,08-07-2025,P002,C0288,ECOM,2,34.96,EUR,0.0,IT,sales_2025.csv
ORD-2561,01/11/2024,P009,C0074,WHOLE,2,20.24,EUR,10.0,IT,sales_2024.csv
ORD-2165,21/01/2022,P001,C0112,STORE,4,41.65,EUR,,IT,sales_2022.csv
ORD-2722,2023-04-06,P017,C0127,ECOM,5,31.65,EUR,0.0,IT,sales_2023.csv
ORD-2366,04/05/2022,P005,C0175,WHOLE,2,47.37,EUR,10.0,IT,sales_2022.csv
ORD-2943,07-03-2025,P020,C0070,WHOLE,4,29.55,EUR,,IT,sales_2025.csv
ORD-2573,01-01-2025,P014,C0019,STORE,1,18.57,EUR,10.0,IT,sales_2025.csv
ORD-2603,2023-02-06,P005,C0135,STORE,1,46.54,EUR,10.0,IT,sales_2023.csv
ORD-3016,06-09-2022,P015,C0041,STORE,2,22.38,EUR,20.0,IT,sales_2022.csv
ORD-2136,12-16-2022,P020,C0003,STORE,3,32.78,EUR,,IT,sales_2022.csv
ORD-3266,2023-02-08,P003,C0282,STORE,5,26.42,EUR,,IT,sales_2023.csv
ORD-3278,2022-04-05,P011,C0189,WHOLE,5,28.58,EUR,0.0,IT,sales_2022.csv
ORD-3253,02/12/2022,P002,C0234,WHOLE,1,35.32,EUR,0.0,IT,sales_2022.csv
ORD-2205,2023-08-13,P008,C0300,WHOLE,4,9.63,EUR,20.0,IT,sales_2023.csv
ORD-3056,01/06/2022,P004,C0174,WHOLE,3,12.45,EUR,0.0,IT,sales_2022.csv
ORD-2473,03-20-2025,P004,C0276,ECOM,3,9.78,EUR,0.0,IT,sales_2025.csv
ORD-3139,11-03-2024,P020,C0183,ECOM,2,32.88,EUR,,IT,sales_2024.csv
ORD-1560,05-06-2025,P005,C0058,WHOLE,3,35.89,EUR,0.0,IT,sales_2025.csv
ORD-1785,2024-04-16,P017,C0193,ECOM,1,39.86,EUR,,IT,sales_2024.csv
ORD-1001,2024-02-09,P017,C0034,WHOLE,2,32.77,EUR,0.0,IT,sales_2024.csv
ORD-1831,2025-09-04,P010,C0221,WHOLE,3,17.71,EUR,0.0,IT,sales_2025.csv
ORD-1504,2023-09-22,P013,C0212,WHOLE,3,33.14,EUR,0.0,IT,sales_2023.csv
ORD-3142,2023-10-26,P020,C0211,ECOM,3,30.0,EUR,0.0,IT,sales_2023.csv
ORD-2884,2024-06-17,P001,C0223,WHOLE,3,34.88,EUR,0.0,IT,sales_2024.csv
ORD-1054,01/02/2023,P011,C0277,STORE,2,28.94,EUR,0.0,IT,sales_2023.csv
ORD-1697,09-02-2023,P012,C0163,ECOM,5,30.73,EUR,20.0,IT,sales_2023.csv
ORD-2895,06-05-2023,P004,C0032,WHOLE,2,9.92,EUR,20.0,IT,sales_2023.csv
ORD-1816,2024-05-13,P010,C0286,WHOLE,1,19.23,EUR,0.0,IT,sales_2024.csv
ORD-3324,03/06/2022,P013,C0099,STORE,5,41.71,EUR,10.0,IT,sales_2022.csv
ORD-2167,07-01-2023,P014,C0199,WHOLE,1,16.31,EUR,,IT,sales_2023.csv
ORD-2959,31/03/2023,P011,C0182,STORE,4,28.41,EUR,,IT,sales_2023.csv
ORD-3186,10-10-2023,P016,C0184,STORE,1,15.09,EUR,0.0,IT,sales_2023.csv
